(129,0.97125)
(130,0.97125)
(131,0.97125)
(132,0.97125)
(133,0.97125)
(134,0.97125)
(135,0.9725)
(136,0.9725)
(137,0.9725)
(138,0.9725)
(139,0.9725)
(140,0.9725)
(141,0.9725)
(142,0.97375)
(143,0.97375)
(144,0.97375)
(145,0.97375)
(146,0.97375)
(147,0.97375)
(148,0.97375)
(149,0.97375)
(150,0.97375)
(151,0.97375)
(152,0.97375)
(153,0.97375)
(154,0.97375)
(155,0.97375)
(156,0.97375)
(157,0.97375)
(158,0.97375)
(159,0.97375)
(160,0.97375)
(161,0.97375)
(162,0.97375)
(163,0.97375)
(164,0.97375)
(165,0.97375)
(166,0.97375)
(167,0.97375)
(168,0.97375)
(169,0.97375)
(170,0.97375)
(171,0.97375)
(172,0.97375)
(173,0.97375)
(174,0.97375)
(175,0.97375)
(176,0.97375)
(177,0.97375)
(178,0.97375)
(179,0.97375)
(180,0.97375)
(181,0.97375)
(182,0.97375)
(183,0.97375)
(184,0.97375)
(185,0.975)
(186,0.975)
(187,0.975)
(188,0.975)
(189,0.975)
(190,0.97625)
(191,0.97625)
(192,0.97625)
(193,0.97625)
(194,0.975)
(195,0.975)
(196,0.975)
(197,0.975)
(198,0.975)
(199,0.975)
(200,0.975)
(201,0.975)
(202,0.975)
(203,0.975)
(204,0.975)
(205,0.975)
(206,0.975)
(207,0.975)
(208,0.975)
(209,0.975)
(210,0.975)
(211,0.975)
(212,0.975)
(213,0.97625)
(214,0.97625)
(215,0.97625)
(216,0.97625)
(217,0.97625)
(218,0.97625)
(219,0.97625)
(220,0.97625)
(221,0.97625)
(222,0.97625)
(223,0.97625)
(224,0.97625)
(225,0.97625)
(226,0.97625)
(227,0.975)
(228,0.975)
(229,0.975)
(230,0.97625)
(231,0.97625)
(232,0.97625)
(233,0.97625)
(234,0.97625)
(235,0.97625)
(236,0.97625)
(237,0.97625)
(238,0.97625)
(239,0.97625)
(240,0.97625)
(241,0.97625)
(242,0.97625)
(243,0.97625)
(244,0.97625)
(245,0.97625)
(246,0.97625)
(247,0.97625)
(248,0.97625)
(249,0.97625)
(250,0.97625)
(251,0.97625)
(252,0.97625)
(253,0.97625)
(254,0.97625)
(255,0.97625)
(256,0.97625)
(257,0.97625)
(258,0.97625)
(259,0.97625)
(260,0.97625)
(261,0.97625)
(262,0.97625)
(263,0.97625)
(264,0.97625)
(265,0.97625)
(266,0.97625)
(267,0.97625)
(268,0.97625)
(269,0.97625)
(270,0.97625)
(271,0.97625)
(272,0.97625)
(273,0.97625)
(274,0.97625)
(275,0.97625)
(276,0.97625)
(277,0.97625)
(278,0.97625)
(279,0.9775)
(280,0.9775)
(281,0.9775)
(282,0.9775)
(283,0.9775)
(284,0.9775)
(285,0.9775)
(286,0.9775)
(287,0.9775)
(288,0.9775)
(289,0.97875)
(290,0.97875)
(291,0.97875)
(292,0.97875)
(293,0.97875)
(294,0.97875)
(295,0.97875)
(296,0.97875)
(297,0.97875)
(298,0.97875)
(299,0.97875)
(300,0.97875)
(301,0.97875)
(302,0.97875)
(303,0.97875)
(304,0.97875)
(305,0.97875)
(306,0.97875)
(307,0.98)
(308,0.98)
(309,0.98)
(310,0.98)
(311,0.98)
(312,0.98)
(313,0.98)
(314,0.98)
(315,0.98)
(316,0.98)
(317,0.98)
(318,0.98)
(319,0.98)
(320,0.98)
(321,0.98)
(322,0.98)
(323,0.98)
(324,0.98)
(325,0.98)
(326,0.98)
(327,0.98)
(328,0.98)
(329,0.98)
(330,0.98)
(331,0.98)
(332,0.98)
(333,0.98)
(334,0.98)
(335,0.98)
(336,0.98)
(337,0.98)
(338,0.98)
(339,0.98)
(340,0.98)
(341,0.98)
(342,0.98)
(343,0.98)
(344,0.98)
(345,0.98)
(346,0.98)
(347,0.98)
(348,0.98)
(349,0.98)
(350,0.98)
(351,0.98)
(352,0.98)
(353,0.98)
(354,0.98)
(355,0.98)
(356,0.98)
(357,0.98)
(358,0.98)
(359,0.98)
(360,0.98)
(361,0.98)
(362,0.98)
(363,0.98)
(364,0.98)
(365,0.98)
(366,0.98)
(367,0.98)
(368,0.98)
(369,0.98)
(370,0.98)
(371,0.98)
(372,0.98)
(373,0.98)
(374,0.98)
(375,0.98)
(376,0.98)
(377,0.98)
(378,0.98)
(379,0.98)
(380,0.98)
(381,0.98)
(382,0.98)
(383,0.98)
(384,0.98)
(385,0.98)
(386,0.98)
(387,0.98)
(388,0.98)
(389,0.98)
(390,0.98)
(391,0.98)
(392,0.98)
(393,0.98)
(394,0.98)
(395,0.98)
(396,0.98)
(397,0.98125)
(398,0.98125)
(399,0.98125)
(400,0.98125)
(401,0.98125)
(402,0.98125)
(403,0.98125)
(404,0.98125)
(405,0.98125)
(406,0.98125)
(407,0.98125)
(408,0.98125)
(409,0.98125)
(410,0.98125)
(411,0.98125)
(412,0.98125)
(413,0.98125)
(414,0.98125)
(415,0.98125)
(416,0.98125)
(417,0.98125)
(418,0.98125)
(419,0.98125)
(420,0.98125)
(421,0.98125)
(422,0.98125)
(423,0.98125)
(424,0.98125)
(425,0.98125)
(426,0.98125)
(427,0.98125)
(428,0.98125)
(429,0.98125)
(430,0.98125)
(431,0.98125)
(432,0.98125)
(433,0.98125)
(434,0.98125)
(435,0.98125)
(436,0.98125)
(437,0.98125)
(438,0.98125)
(439,0.98125)
(440,0.98125)
(441,0.98125)
(442,0.98125)
(443,0.98125)
(444,0.98125)
(445,0.98125)
(446,0.98125)
(447,0.98125)
(448,0.98125)
(449,0.98125)
(450,0.98125)
(451,0.98125)
(452,0.98125)
(453,0.98125)
(454,0.98125)
(455,0.98125)
(456,0.98125)
(457,0.98125)
(458,0.98125)
(459,0.98125)
(460,0.98125)
(461,0.98125)
(462,0.98125)
(463,0.98125)
(464,0.98125)
(465,0.98125)
(466,0.98125)
(467,0.98125)
(468,0.98125)
(469,0.98125)
(470,0.98125)
(471,0.98125)
(472,0.98125)
(473,0.98125)
(474,0.98125)
(475,0.98125)
(476,0.98125)
(477,0.98125)
(478,0.98125)
(479,0.98125)
(480,0.98125)
(481,0.98125)
(482,0.98125)
(483,0.98125)
(484,0.98125)
(485,0.98125)
(486,0.98125)
(487,0.98125)
(488,0.98125)
(489,0.98125)
(490,0.98125)
(491,0.98125)
(492,0.98125)
(493,0.98125)
(494,0.98125)
(495,0.98125)
(496,0.98125)
(497,0.98125)
(498,0.98125)
(499,0.98125)
(500,0.98125)
(501,0.98125)
(502,0.98125)
(503,0.98125)
(504,0.98125)
(505,0.98125)
(506,0.98125)
(507,0.98125)
(508,0.98125)
(509,0.98125)
(510,0.98125)
(511,0.98125)
(512,0.98125)
(513,0.98125)
(514,0.98125)
(515,0.98125)
(516,0.98125)
(517,0.98125)
(518,0.98125)
(519,0.98125)
(520,0.98125)
(521,0.98125)
(522,0.98125)
(523,0.98125)
(524,0.98125)
(525,0.98125)
(526,0.98125)
(527,0.98125)
(528,0.98125)
(529,0.98125)
(530,0.98125)
(531,0.98125)
(532,0.98125)
(533,0.98125)
(534,0.98125)
(535,0.98125)
(536,0.98125)
(537,0.98125)
(538,0.98125)
(539,0.98125)
(540,0.98125)
(541,0.98125)
(542,0.98125)
(543,0.98)
(544,0.98)
(545,0.98)
(546,0.98)
(547,0.98)
(548,0.98)
(549,0.98)
(550,0.98)
(551,0.98)
(552,0.98)
(553,0.98)
(554,0.98)
(555,0.98)
(556,0.98)
(557,0.98)
(558,0.98)
(559,0.98)
(560,0.98)
(561,0.98)
(562,0.98)
(563,0.98)
(564,0.98)
(565,0.98)
(566,0.98)
(567,0.98)
(568,0.98)
(569,0.98)
(570,0.98)
(571,0.98)
(572,0.98)
(573,0.98)
(574,0.98)
(575,0.98)
(576,0.98)
(577,0.98)
(578,0.98)
(579,0.98)
(580,0.98)
(581,0.98)
(582,0.98)
(583,0.98)
(584,0.98)
(585,0.98)
(586,0.98)
(587,0.98)
(588,0.98)
(589,0.98)
(590,0.98)
(591,0.98)
(592,0.98)
(593,0.98)
(594,0.98)
(595,0.98)
(596,0.98)
(597,0.98)
(598,0.98)
(599,0.98)
(600,0.98)
(601,0.98)
(602,0.98)
(603,0.98)
(604,0.98)
(605,0.98)
(606,0.98)
(607,0.98)
(608,0.98)
(609,0.98)
(610,0.98)
(611,0.98)
(612,0.98)
(613,0.98)
(614,0.98)
(615,0.98)
(616,0.98)
(617,0.98)
(618,0.98)
(619,0.98)
(620,0.98)
(621,0.98)
(622,0.98)
(623,0.98)
(624,0.98)
(625,0.98)
(626,0.98)
(627,0.98)
(628,0.98)
(629,0.98)
(630,0.98)
(631,0.98)
(632,0.98)
(633,0.98)
(634,0.98)
(635,0.98)
(636,0.98)
(637,0.98)
(638,0.98)
(639,0.98)
(640,0.98)
(641,0.98)
(642,0.98)
(643,0.98)
(644,0.98)
(645,0.98)
(646,0.98)
(647,0.98)
(648,0.98)
(649,0.98)
(650,0.98)
(651,0.98)
(652,0.98)
(653,0.98)
(654,0.98)
(655,0.98)
(656,0.98)
(657,0.98)
(658,0.98)
(659,0.98)
(660,0.98)
(661,0.98)
(662,0.98)
(663,0.98)
(664,0.98)
(665,0.98)
(666,0.98)
(667,0.98)
(668,0.98)
(669,0.98)
(670,0.98)
(671,0.98)
(672,0.98)
(673,0.98)
(674,0.98)
(675,0.98)
(676,0.98)
(677,0.98)
(678,0.98)
(679,0.98)
(680,0.98)
(681,0.98)
(682,0.98)
(683,0.98)
(684,0.98)
(685,0.98)
(686,0.98)
(687,0.98)
(688,0.98)
(689,0.98)
(690,0.98)
(691,0.98)
(692,0.98)
(693,0.98)
(694,0.98)
(695,0.98)
(696,0.98)
(697,0.98)
(698,0.98)
(699,0.98)
(700,0.98)
(701,0.98)
(702,0.98)
(703,0.98)
(704,0.98)
(705,0.98)
(706,0.98)
(707,0.98)
(708,0.98)
(709,0.98)
(710,0.98)
(711,0.98)
(712,0.98)
(713,0.98)
(714,0.98)
(715,0.98)
(716,0.98)
(717,0.98)
(718,0.98)
(719,0.98)
(720,0.98)
(721,0.98)
(722,0.98)
(723,0.98)
(724,0.98)
(725,0.98)
(726,0.98)
(727,0.98)
(728,0.98)
(729,0.98)
(730,0.98)
(731,0.98)
(732,0.98)
(733,0.98)
(734,0.98)
(735,0.98)
(736,0.98)
(737,0.98)
(738,0.98)
(739,0.98)
(740,0.98)
(741,0.98)
(742,0.98)
(743,0.98)
(744,0.98)
(745,0.98)
(746,0.98)
(747,0.98)
(748,0.98)
(749,0.98)
(750,0.98)
(751,0.98)
(752,0.98)
(753,0.98)
(754,0.98)
(755,0.98)
(756,0.98)
(757,0.98)
(758,0.98)
(759,0.98)
(760,0.98)
(761,0.98)
(762,0.98)
(763,0.98)
(764,0.98)
(765,0.98)
(766,0.98)
(767,0.98)
(768,0.98)
(769,0.98)
(770,0.98)
(771,0.98)
(772,0.98)
(773,0.98)
(774,0.98)
(775,0.98)
(776,0.98)
(777,0.98)
(778,0.98)
(779,0.98)
(780,0.98)
(781,0.98)
(782,0.98)
(783,0.98)
(784,0.98)
(785,0.98)
(786,0.98)
(787,0.98)
(788,0.98)
(789,0.98)
(790,0.98)
(791,0.98)
(792,0.98)
(793,0.98)
(794,0.98)
(795,0.98)
(796,0.98)
(797,0.98)
(798,0.98)
(799,0.98)
(800,0.98)
(801,0.98)
(802,0.98)
(803,0.98)
(804,0.98)
(805,0.98)
(806,0.98)
(807,0.98)
(808,0.98)
(809,0.98)
(810,0.98)
(811,0.98)
(812,0.98)
(813,0.98)
(814,0.98)
(815,0.98)
(816,0.98)
(817,0.98)
(818,0.98)
(819,0.98)
(820,0.98)
(821,0.98)
(822,0.98)
(823,0.98)
(824,0.98)
(825,0.98)
(826,0.98)
(827,0.98)
(828,0.98)
(829,0.98)
(830,0.98)
(831,0.98)
(832,0.98)
(833,0.98)
(834,0.98)
(835,0.98)
(836,0.98)
(837,0.98)
(838,0.98)
(839,0.98)
(840,0.98)
(841,0.98)
(842,0.98)
(843,0.98)
(844,0.98)
(845,0.98125)
(846,0.98125)
(847,0.98125)
(848,0.98125)
(849,0.98125)
(850,0.98125)
(851,0.98125)
(852,0.98125)
(853,0.98125)
(854,0.98125)
(855,0.98125)
(856,0.98125)
(857,0.98125)
(858,0.98125)
(859,0.98125)
(860,0.98125)
(861,0.98125)
(862,0.98125)
(863,0.98125)
(864,0.98125)
(865,0.98125)
(866,0.98125)
(867,0.98125)
(868,0.98125)
(869,0.98125)
(870,0.98125)
(871,0.98125)
(872,0.98125)
(873,0.98125)
(874,0.98125)
(875,0.98125)
(876,0.98125)
(877,0.98125)
(878,0.98125)
(879,0.98125)
(880,0.98125)
(881,0.98125)
(882,0.98125)
(883,0.98125)
(884,0.98125)
(885,0.98125)
(886,0.98125)
(887,0.98125)
(888,0.98125)
(889,0.98125)
(890,0.98125)
(891,0.98125)
(892,0.98125)
(893,0.98125)
(894,0.98125)
(895,0.98125)
(896,0.98125)
(897,0.98125)
(898,0.98125)
(899,0.98125)
